"Time(s)","SOH_C_Out","agingCapacitor.C_actual(F)"
1.5242,0.000322048125403744,
1.524219,0.000322048125403744,
1.52425,0.000322048125403744,
1.524269,0.000322048125403744,
1.5243,0.000322048125403744,
1.524319,0.000322048125403744,
1.52435,0.000322048125403744,
1.524369,0.000322048125403744,
1.5244,0.000322047326288837,
1.524419,0.000322047326288837,
1.52445,0.000322047326288837,
1.524469,0.000322047326288837,
1.5245,0.000322047326288837,
1.524519,0.000322047326288837,
1.52455,0.000322047326288837,
1.524569,0.000322047326288837,
1.5246,0.000322044994707101,
1.524619,0.000322044994707101,
1.52465,0.000322044994707101,
1.524669,0.000322044994707101,
1.5247,0.000322044994707101,
1.524719,0.000322044994707101,
1.52475,0.000322044994707101,
1.524769,0.000322044994707101,
1.5248,0.000322042779704452,
1.524819,0.000322042779704452,
1.52485,0.000322042779704452,
1.524869,0.000322042779704452,
1.5249,0.000322042779704452,
1.524919,0.000322042779704452,
1.52495,0.000322042779704452,
1.524969,0.000322042779704452,
1.525,0.00032204288790861,
1.5250165,0.00032204288790861,
1.52505,0.00032204288790861,
1.5250665,0.00032204288790861,
1.5251,0.00032204288790861,
1.5251165,0.00032204288790861,
1.52515,0.00032204288790861,
1.5251665,0.00032204288790861,
1.5252,0.00032204299070256,
1.5252165,0.00032204299070256,
1.52525,0.00032204299070256,
1.5252665,0.00032204299070256,
1.5253,0.00032204299070256,
1.5253165,0.00032204299070256,
1.52535,0.00032204299070256,
1.5253665,0.00032204299070256,
1.5254,0.000322038409920755,
1.5254165,0.000322038409920755,
1.52545,0.000322038409920755,
1.5254665,0.000322038409920755,
1.5255,0.000322038409920755,
1.5255165,0.000322038409920755,
1.52555,0.000322038409920755,
1.5255665,0.000322038409920755,
1.5256,0.000322032485842805,
1.5256165,0.000322032485842805,
1.52565,0.000322032485842805,
1.5256665,0.000322032485842805,
1.5257,0.000322032485842805,
1.5257165,0.000322032485842805,
1.52575,0.000322032485842805,
1.5257665,0.000322032485842805,
1.5258,0.000322026857968752,
1.5258165,0.000322026857968752,
1.52585,0.000322026857968752,
1.5258665,0.000322026857968752,
1.5259,0.000322026857968752,
1.5259165,0.000322026857968752,
1.52595,0.000322026857968752,
1.5259665,0.000322026857968752,
1.526,0.000322026469038445,
1.526019,0.000322026469038445,
1.52605,0.000322026469038445,
1.526069,0.000322026469038445,
1.5261,0.000322026469038445,
1.526119,0.000322026469038445,
1.52615,0.000322026469038445,
1.526169,0.000322026469038445,
1.5262,0.000322026099554653,
1.526219,0.000322026099554653,
1.52625,0.000322026099554653,
1.526269,0.000322026099554653,
1.5263,0.000322026099554653,
1.526319,0.000322026099554653,
1.52635,0.000322026099554653,
1.526369,0.000322026099554653,
1.5264,0.000322022316489579,
1.526419,0.000322022316489579,
1.52645,0.000322022316489579,
1.526469,0.000322022316489579,
1.5265,0.000322022316489579,
1.526519,0.000322022316489579,
1.52655,0.000322022316489579,
1.526569,0.000322022316489579,
1.5266,0.000322018722577758,
1.526619,0.000322018722577758,
1.52665,0.000322018722577758,
1.526669,0.000322018722577758,
1.5267,0.000322018722577758,
1.526719,0.000322018722577758,
1.52675,0.000322018722577758,
1.526769,0.000322018722577758,
1.5268,0.000322015308361528,
1.526819,0.000322015308361528,
1.52685,0.000322015308361528,
1.526869,0.000322015308361528,
1.5269,0.000322015308361528,
1.526919,0.000322015308361528,
1.52695,0.000322015308361528,
1.526969,0.000322015308361528,
1.527,0.000322015051867213,
1.5270165,0.000322015051867213,
1.52705,0.000322015051867213,
1.5270665,0.000322015051867213,
1.5271,0.000322015051867213,
1.5271165,0.000322015051867213,
1.52715,0.000322015051867213,
1.5271665,0.000322015051867213,
1.5272,0.000322014808197614,
1.5272165,0.000322014808197614,
1.52725,0.000322014808197614,
1.5272665,0.000322014808197614,
1.5273,0.000322014808197614,
1.5273165,0.000322014808197614,
1.52735,0.000322014808197614,
1.5273665,0.000322014808197614,
1.5274,0.000322011430852474,
1.5274165,0.000322011430852474,
1.52745,0.000322011430852474,
1.5274665,0.000322011430852474,
1.5275,0.000322011430852474,
1.5275165,0.000322011430852474,
1.52755,0.000322011430852474,
1.5275665,0.000322011430852474,
1.5276,0.000322006650366479,
1.5276165,0.000322006650366479,
1.52765,0.000322006650366479,
1.5276665,0.000322006650366479,
1.5277,0.000322006650366479,
1.5277165,0.000322006650366479,
1.52775,0.000322006650366479,
1.5277665,0.000322006650366479,
1.5278,0.000322005252613975,
1.5278165,0.000322005252613975,
1.52785,0.000322005252613975,
1.5278665,0.000322005252613975,
1.5279,0.000322005252613975,
1.5279165,0.000322005252613975,
1.52795,0.000322005252613975,
1.5279665,0.000322005252613975,
1.528,0.000322000981924428,
1.528019,0.000322000981924428,
1.52805,0.000322000981924428,
1.528069,0.000322000981924428,
1.5281,0.000322000981924428,
1.528119,0.000322000981924428,
1.52815,0.000322000981924428,
1.528169,0.000322000981924428,
1.5282,0.000321995352895146,
1.528219,0.000321995352895146,
1.52825,0.000321995352895146,
1.528269,0.000321995352895146,
1.5283,0.000321995352895146,
1.528319,0.000321995352895146,
1.52835,0.000321995352895146,
1.528369,0.000321995352895146,
1.5284,0.000321990005317327,
1.528419,0.000321990005317327,
1.52845,0.000321990005317327,
1.528469,0.000321990005317327,
1.5285,0.000321990005317327,
1.528519,0.000321990005317327,
1.52855,0.000321990005317327,
1.528569,0.000321990005317327,
1.5286,0.000321983353090713,
1.528619,0.000321983353090713,
1.52865,0.000321983353090713,
1.528669,0.000321983353090713,
1.5287,0.000321983353090713,
1.528719,0.000321983353090713,
1.52875,0.000321983353090713,
1.528769,0.000321983353090713,
1.5288,0.00032197703347543,
1.528819,0.00032197703347543,
1.52885,0.00032197703347543,
1.528869,0.00032197703347543,
1.5289,0.00032197703347543,
1.528919,0.00032197703347543,
1.52895,0.00032197703347543,
1.528969,0.00032197703347543,
