"Time(s)","agingCapacitor.ESR_actual(Ohm)","highFreq_Rc_Observer.Rc_hat"
1.15165,0.0270918971743649,0.026790636907353
1.1517,0.0270919913987802,0.0267877794372427
1.15175,0.0270920855700013,0.026783518316914
1.1518,0.0270921797095368,0.0267782678357601
1.15185,0.027092273834343,0.0267724494737905
1.1519,0.027092367956354,0.0267663819334156
1.15195,0.0270924620828363,0.0267602942436
1.152,0.0270925562171798,0.0267543447461466
1.15205,0.0270926504519483,0.0267488638950019
1.1521,0.0270927449091702,0.0267447649302548
1.15215,0.0270928396146348,0.026743209512415
1.1522,0.0270929345287787,0.0267448571882939
1.15225,0.0270930295771368,0.0267495670808132
1.1523,0.0270931246750068,0.0267566590564131
1.15235,0.0270932197449458,0.0267650599651908
1.1524,0.0270933147271755,0.0267735858275151
1.15245,0.0270934095838066,0.026781216884114
1.1525,0.0270935042983342,0.0267872067232081
1.15255,0.0270935988721917,0.0267910865577943
1.1526,0.0270936933197759,0.0267927211981664
1.15265,0.0270937876632258,0.0267921500910223
1.1527,0.0270938819276903,0.0267896352566764
1.15275,0.0270939761376847,0.0267856599663196
1.1528,0.0270940703145263,0.0267806851141419
1.15285,0.0270941644749948,0.0267751397339491
1.1529,0.0270942586310122,0.0267693699195314
1.15295,0.0270943527898419,0.0267635975051472
1.153,0.0270944469549388,0.0267579750696098
1.15305,0.0270945412136209,0.0267526409823207
1.1531,0.0270946356855208,0.0267484418342042
1.15315,0.0270947303969308,0.0267466359476815
1.1532,0.0270948253090435,0.0267479572111058
1.15325,0.0270949203483534,0.0267523209715807
1.1533,0.0270950154312125,0.0267590440219559
1.15335,0.0270951104813651,0.0267670439505054
1.1534,0.0270952054401848,0.0267751606387433
1.15345,0.0270953002708447,0.0267824730828248
1.1535,0.0270953949578128,0.0267882197316326
1.15355,0.0270954895033545,0.0267918986462425
1.1536,0.0270955839225735,0.02679334587706
1.15365,0.0270956782381641,0.026792731521474
1.1537,0.0270957724757374,0.0267903522344827
1.15375,0.0270958666600877,0.0267865722032263
1.1538,0.0270959608127751,0.0267817963897564
1.15385,0.0270960549507342,0.0267763829241024
1.1539,0.0270961490859003,0.0267706598916409
1.15395,0.0270962432255398,0.0267648861372676
1.154,0.0270963373730424,0.0267592334216164
1.15405,0.0270964316209959,0.0267540193609076
1.1541,0.0270965260914557,0.0267501510641541
1.15415,0.0270966208102128,0.0267488020840167
1.1542,0.0270967157376897,0.0267506417407413
1.15425,0.0270968107994013,0.0267555121080688
1.1543,0.0270969059106245,0.0267627611707178
1.15435,0.0270970009939,0.0267713292214208
1.1544,0.0270970959894388,0.026780031699446
1.15445,0.02709719085934,0.0267877335878811
1.1545,0.0270972855871124,0.026793592896955
1.15455,0.0270973801741785,0.0267972338417938
1.1546,0.0270974746349566,0.0267985773388288
1.15465,0.0270975689915844,0.0267977698270237
1.1547,0.0270976632692158,0.0267951300634419
1.15475,0.0270977574923725,0.0267910840280565
1.1548,0.0270978516823746,0.0267860643331767
1.15485,0.0270979458560042,0.0267804392362013
1.1549,0.0270980400251844,0.0267745158461319
1.15495,0.0270981341971787,0.0267685623521213
1.155,0.0270982283754437,0.0267627513114528
1.15505,0.0270983226473153,0.0267572880935548
1.1551,0.0270984171324552,0.0267531733936058
1.15515,0.0270985118571575,0.0267515617338091
1.1552,0.0270986067826011,0.0267531146289804
1.15525,0.0270987018352603,0.026757751200602
1.1553,0.0270987969314669,0.0267647679200588
1.15535,0.027098891994949,0.0267730945462103
1.1554,0.0270989869670701,0.0267815628115119
1.15545,0.0270990818109986,0.026789266144991
1.1555,0.027099176511203,0.0267954353281138
1.15555,0.0270992710699526,0.026799548838382
1.1556,0.0270993655023572,0.026801430427489
1.15565,0.0270994598311079,0.0268010590234616
1.1557,0.0270995540818412,0.0267987304077054
1.15575,0.0270996482793473,0.0267949096443813
1.1558,0.0270997424451886,0.026790051934174
1.15585,0.0270998365963027,0.0267845657085914
1.1559,0.0270999307446257,0.0267787855498532
1.15595,0.0271000248974246,0.0267729620214296
1.156,0.0271001190580883,0.0267672631755313
1.15605,0.0271002133192284,0.0267619378965916
1.1561,0.0271003078029279,0.0267578760314965
1.15615,0.0271004025349838,0.0267562934165547
1.1562,0.0271004974757954,0.026757888086834
1.15625,0.027100592550862,0.0267626009654805
1.1563,0.0271006876754401,0.0267696706003335
1.15635,0.027100782772054,0.0267779942363732
1.1564,0.0271008777809102,0.0267863961973111
1.15645,0.0271009726640968,0.0267939268249042
1.1565,0.0271010674051158,0.0267999018784183
1.15655,0.027101162005408,0.0268038155115815
1.1566,0.0271012564793817,0.0268055090880947
1.15665,0.0271013508491889,0.0268050427830539
1.1567,0.0271014451399901,0.0268026891124905
1.15675,0.0271015393763107,0.0267988982190254
1.1568,0.0271016335794753,0.0267941150585365
1.15685,0.0271017277662677,0.0267887610500099
1.1569,0.0271018219486123,0.0267831789709188
1.15695,0.0271019161337728,0.0267775895880541
1.157,0.0271020103252036,0.0267721451414792
1.15705,0.0271021046102655,0.0267669981250789
1.1571,0.0271021991086476,0.0267630229390773
1.15715,0.027102293846644,0.0267614561503084
1.1572,0.0271023887854201,0.0267630180289289
1.15725,0.0271024838514302,0.026767658767984
1.1573,0.0271025789609861,0.0267746833943715
1.15735,0.0271026740377997,0.0267830267510018
1.1574,0.0271027690232239,0.0267915196763399
1.15745,0.0271028638804229,0.0267990176519411
1.1575,0.0271029585938655,0.026804731819612
1.15755,0.0271030531658253,0.0268082576597658
1.1576,0.0271031476114175,0.0268094910249266
1.15765,0.0271032419533495,0.0268086275362139
1.1577,0.0271033362172447,0.0268059819839941
1.15775,0.0271034304279311,0.0268019314907206
1.1578,0.0271035246069281,0.0267968880541141
1.15785,0.027103618771199,0.0267912644529787
1.1579,0.0271037129326809,0.026785380319857
1.15795,0.0271038070986408,0.0267794683745849
1.158,0.0271039012724673,0.0267736886668853
1.15805,0.027103995546796,0.026768286442023
1.1581,0.0271040900437372,0.0267641516195565
1.15815,0.0271041847890893,0.0267624994321729
1.1582,0.0271042797432377,0.0267640271104725
1.15825,0.0271043748316614,0.0267686626757309
1.1583,0.0271044699695965,0.0267756637307536
1.15835,0.0271045650795507,0.0267839332810573
1.1584,0.0271046601017133,0.02679229381052
1.15845,0.0271047549981804,0.0267996952620826
1.1585,0.0271048497524479,0.0268053654895396
1.15855,0.0271049443659524,0.0268088807456053
1.1586,0.0271050388531239,0.0268101331796301
1.15865,0.0271051332361126,0.0268092596923864
1.1587,0.0271052275400846,0.0268065740557452
1.15875,0.0271053217895712,0.0268024921781781
1.1588,0.0271054160058999,0.0267974417532413
1.15885,0.0271055102058572,0.0267918207737866
1.1589,0.0271056044013682,0.0267859569545394
1.15895,0.027105698599697,0.0267800846118599
1.159,0.0271057928042974,0.0267743617079726
1.15905,0.0271058871025541,0.0267689537009988
1.1591,0.02710598161418,0.0267647643571751
1.15915,0.0271060763654723,0.0267630113824609
1.1592,0.0271061713175827,0.0267644010185861
1.15925,0.0271062663969456,0.0267688591148787
1.1593,0.0271063615198527,0.0267756923249048
1.15935,0.0271064566099998,0.0267838251344836
1.1594,0.0271065516087293,0.0267920920665281
1.15945,0.0271066464792008,0.0267996162344924
1.1595,0.0271067412058835,0.0268056342953473
1.15955,0.0271068357910547,0.0268096148838409
1.1596,0.0271069302498362,0.0268113754129131
1.15965,0.0271070246049311,0.0268110111964733
1.1597,0.0271071188819898,0.0268088139432499
1.15975,0.027107213105811,0.0268051808277807
1.1598,0.0271073072979654,0.0268005335721632
1.15985,0.0271074014753945,0.0267951203019426
1.1599,0.027107495650037,0.0267892939507825
1.15995,0.0271075898291597,0.0267833761546346
1.16,0.0271076840161511,0.0267775656365059
1.16005,0.0271077783036701,0.0267721464804438
1.1601,0.0271078728138549,0.026768014677176
1.16015,0.0271079675725051,0.0267663754104795
1.1602,0.0271080625399922,0.0267679190957492
1.16025,0.0271081576417749,0.0267725547820081
1.1603,0.0271082527930689,0.0267795621817744
1.16035,0.0271083479163653,0.0267878520943954
1.1604,0.0271084429518425,0.0267962451194313
1.16045,0.0271085378615854,0.0268036428097803
1.1605,0.0271086326291032,0.0268092336937622
1.16055,0.0271087272558297,0.026812629666112
1.1606,0.0271088217562005,0.0268137443161932
1.16065,0.0271089161523725,0.0268128034322403
1.1607,0.027109010469518,0.0268101709173285
1.16075,0.0271091047321722,0.0268061981931496
1.1608,0.0271091989616512,0.0268012811832075
1.16085,0.027109293174775,0.0267957687023424
1.1609,0.0271093873834542,0.0267899585620392
1.16095,0.027109481594953,0.0267841166827609
1.161,0.027109575812725,0.0267784147563103
1.16105,0.027109670124177,0.0267729975361009
1.1611,0.0271097646490487,0.0267687141819321
1.16115,0.0271098594136386,0.0267668247187939
1.1612,0.0271099543790851,0.0267680636916458
1.16125,0.0271100494718026,0.0267723578714153
1.1613,0.0271101446080627,0.0267790212984669
1.16135,0.027110239711545,0.0267869751146168
1.1614,0.0271103347235816,0.0267950569498598
1.16145,0.0271104296073273,0.0268022259789557
1.1615,0.027110524347252,0.0268077092000491
1.16155,0.0271106189456371,0.0268110614304461
1.1616,0.02711071341761,0.0268121539336568
1.16165,0.0271108077858907,0.0268111294053814
1.1617,0.027110902076115,0.0268082955635263
1.16175,0.0271109963131209,0.0268040470021752
1.1618,0.0271110905184349,0.0267988042896168
1.16185,0.0271111847090247,0.0267929937744126
1.1619,0.0271112788968297,0.0267869349717802
1.16195,0.0271113730891171,0.0267808563054426
1.162,0.027111467289275,0.0267749157561671
1.16205,0.0271115615899864,0.0267694003873777
1.1621,0.0271116561134167,0.0267652114986277
1.16215,0.0271117508853623,0.0267635376025601
1.1622,0.0271118458661902,0.0267650567697427
1.16225,0.0271119409813341,0.0267696722975087
1.1623,0.0271120361459891,0.0267766610224781
1.16235,0.0271121312826296,0.0267849324803852
1.1624,0.0271122263314302,0.0267933066684525
1.16245,0.0271123212544641,0.0268007504157543
1.1625,0.0271124160352342,0.0268065057199278
1.16255,0.0271125106751847,0.0268101285229049
1.1626,0.0271126051887569,0.0268114986050515
1.16265,0.0271126995981139,0.0268107315286911
1.1627,0.0271127939284338,0.0268081295451677
1.16275,0.0271128882042579,0.0268041194022736
1.1628,0.0271129824469205,0.0267991342225013
1.16285,0.0271130766732129,0.0267935279315022
1.1629,0.0271131708950623,0.0267875985931756
1.16295,0.0271132651197332,0.0267816294634623
1.163,0.0271133593506806,0.0267757994943515
1.16305,0.0271134536753295,0.0267703064525293
1.1631,0.0271135482134488,0.026766122189703
1.16315,0.0271136429913384,0.0267644214293117
1.1632,0.0271137379701231,0.0267658799578105
1.16325,0.0271138330761974,0.0267704177299994
1.1633,0.0271139282258126,0.0267773343501057
1.16335,0.027114023342632,0.0267855568950088
1.1634,0.0271141183679774,0.0267939180253356
1.16345,0.0271142132649991,0.0268012664159412
1.1635,0.0271143080181676,0.0268068161056931
1.16355,0.0271144026297682,0.026810170811316
1.1636,0.0271144971149342,0.0268112314985114
1.16365,0.0271145914963921,0.0268102223980542
1.1637,0.0271146857997837,0.0268074596945631
1.16375,0.027114780049952,0.0268033073498915
1.1638,0.0271148742684273,0.0267981707547898
1.16385,0.0271149684721793,0.0267924230994178
1.1639,0.0271150626731486,0.026786389056803
1.16395,0.0271151568786027,0.0267803189510206
1.164,0.0271152510919291,0.0267743805101076
1.16405,0.0271153454058345,0.0267688491920674
1.1641,0.027115439942512,0.0267646227353898
1.16415,0.0271155347277595,0.0267629014561039
1.1642,0.0271156297219299,0.0267643712440956
1.16425,0.0271157248504364,0.02676898841862
1.1643,0.027115820028454,0.0267759480912657
1.16435,0.0271159151784406,0.0267841364249282
1.1644,0.0271160102405596,0.0267923819055762
1.16445,0.0271161051768799,0.0267997862007613
1.1645,0.0271161999709041,0.0268057131878194
1.16455,0.0271162946240803,0.0268096234735997
1.1646,0.0271163891508555,0.0268113365248155
1.16465,0.0271164835733995,0.0268109868624736
1.1647,0.0271165779168966,0.026808888769081
1.16475,0.0271166722058919,0.0268054138207529
1.1648,0.0271167664617085,0.0268009690118248
1.16485,0.027116860701171,0.0267959261312586
1.1649,0.0271169549361922,0.0267905977071255
1.16495,0.0271170491740367,0.0267852343138648
1.165,0.0271171434181573,0.0267800014483307
1.16505,0.0271172377560055,0.0267750540817851
1.1651,0.0271173323073744,0.026771261236904
1.16515,0.0271174270985657,0.0267698661356387
1.1652,0.0271175220906907,0.0267715941213589
1.16525,0.0271176172101235,0.0267763937393306
1.1653,0.0271177123730955,0.0267835715812676
1.16535,0.0271178075032539,0.0267920594280485
1.1654,0.0271179025419101,0.0268006881415139
1.16545,0.0271179974522098,0.0268083980106264
1.1655,0.027118092218624,0.026814406939426
1.16555,0.0271181868434418,0.0268182685009341
1.1656,0.0271182813418026,0.0268198534908129
1.16565,0.0271183757364395,0.0268193013714241
1.1657,0.0271184700530002,0.0268169205646683
1.16575,0.027118564316333,0.0268131084834719
1.1658,0.0271186585479713,0.0268082876718795
1.16585,0.0271187527648874,0.0268027890019787
1.1659,0.0271188469790229,0.0267969505735012
1.16595,0.027118941197648,0.0267910508872609
1.166,0.0271190354241447,0.0267852700750065
1.16605,0.0271191297512461,0.0267799255574029
1.1661,0.0271192243011727,0.0267759238765329
1.16615,0.0271193190997238,0.0267744422419103
1.1662,0.0271194141072386,0.0267761517224466
1.16625,0.0271195092491098,0.0267809636991194
1.1663,0.0271196044404919,0.0267881387396559
1.16635,0.0271196996038262,0.0267965807927542
1.1664,0.0271197946792655,0.0268051110566539
1.16645,0.0271198896288736,0.0268126378810164
1.1665,0.0271199844361536,0.0268183557364301
1.16655,0.0271200791025574,0.0268218745456507
1.1666,0.0271201736425377,0.0268231070235689
1.16665,0.0271202680782706,0.0268222190643124
1.1667,0.0271203624349458,0.0268195404705832
1.16675,0.0271204567371106,0.0268154758720478
1.1668,0.0271205510061144,0.0268104472010018
1.16685,0.0271206452587492,0.0268048738462021
1.1669,0.0271207395069442,0.0267991003876486
1.16695,0.0271208337579644,0.0267933346603663
1.167,0.027120928015262,0.026787722958849
1.16705,0.0271210223663109,0.0267824370649723
1.1671,0.0271211169309312,0.0267784042134141
1.16715,0.0271212117354259,0.0267768240516706
1.1672,0.0271213067408928,0.0267783906800492
1.16725,0.0271214018736862,0.0267830422712981
1.1673,0.0271214970500169,0.0267900785591369
1.16735,0.0271215921935162,0.0267984325232472
1.1674,0.0271216872454849,0.0268069340488653
1.16745,0.0271217821690644,0.0268144773066077
1.1675,0.0271218769487261,0.0268202760548562
1.16755,0.0271219715867631,0.0268239060287606
1.1676,0.0271220660983207,0.0268252515121765
1.16765,0.0271221605061385,0.0268246276937984
1.1677,0.0271222548358702,0.0268223449938012
1.16775,0.0271223491123458,0.0268187111021692
1.1678,0.0271224433571489,0.0268141023001755
1.16785,0.0271225375872308,0.0268087640674066
1.1679,0.0271226318145343,0.0268030356052758
1.16795,0.0271227260463271,0.0267972235632582
1.168,0.0271228202859959,0.0267915203231804
1.16805,0.0271229146262952,0.0267862102314757
1.1681,0.0271230091894728,0.0267821901315384
1.16815,0.027123104001334,0.0267806628935326
1.1682,0.0271231990221948,0.0267823176366828
1.16825,0.0271232941774325,0.0267870795671252
1.1683,0.0271233893821809,0.0267942032767088
1.16835,0.0271234845588647,0.0268025905025388
1.1684,0.0271235796476261,0.026811063259491
1.16845,0.0271236746105241,0.0268186428965586
1.1685,0.0271237694310618,0.0268246191036525
1.16855,0.0271238641107028,0.0268285065704539
1.1686,0.0271239586638897,0.0268301599311947
1.16865,0.027124053112813,0.0268296338029202
1.1687,0.0271241474826691,0.0268271980067347
1.16875,0.0271242417980129,0.0268233164149524
1.1688,0.0271243360801904,0.0268184405745074
1.16885,0.0271244303459992,0.0268129482896689
1.1689,0.0271245246073698,0.0268071513717769
1.16895,0.0271246188715675,0.0268013197714038
1.169,0.027124713142044,0.0267956268785739
1.16905,0.0271248075062956,0.0267902432708721
